Code site;Adresse;Opérateur;Mise en service;Mise en service 4G;Mise en service 5G - 3500;Mise en service 5G - 700;Type;Arrondissement;geo_shape;geo_point_2d
753597;3  AVENUE DU GENERAL EISENHOWER;SFR;;;;;++4G+;75008;"{""coordinates"": [2.312676000189692, 48.86719199989977], ""type"": ""Point""}";48.86719199989977, 2.312676000189692
7510000036;3 rue Robert HOUDIN;SFR;;;2023-12-12;;2G+3G+4G+5G;75011;"{""coordinates"": [2.375587188529733, 48.870404384049294], ""type"": ""Point""}";48.870404384049294, 2.375587188529733
753583;14  BOULEVARD BEAUMARCHAIS;SFR;;;;;++4G+;75011;"{""coordinates"": [2.368925999491798, 48.85506000043307], ""type"": ""Point""}";48.85506000043307, 2.368925999491798
751270;3  AVENUE PHILIPPE AUGUSTE;SFR;;;;;++4G+;75011;"{""coordinates"": [2.394913500342278, 48.84961500002605], ""type"": ""Point""}";48.84961500002605, 2.394913500342278
753520;10  RUE SIDI BRAHIM;SFR;;;;;++4G+;75012;"{""coordinates"": [2.400034500153029, 48.83875200000663], ""type"": ""Point""}";48.83875200000663, 2.400034500153029
751344;27  AVENUE STEPHEN PICHON;SFR;;;2021-03-19;;2G+3G+4G+5G;75013;"{""coordinates"": [2.3590215002125796, 48.83256900017196], ""type"": ""Point""}";48.83256900017196, 2.3590215002125796
751343;18  RUE DE LA BUTTE AUX CAILLES;SFR;;;2021-03-19;;2G+3G+4G+5G;75013;"{""coordinates"": [2.350862999983908, 48.82792499989813], ""type"": ""Point""}";48.82792499989813, 2.350862999983908
751346;13 rue des Soeurs Rosalie;SFR;;;2021-03-19;;2G+3G+4G+5G;75013;"{""coordinates"": [2.3529320264790745, 48.83191136200502], ""type"": ""Point""}";48.83191136200502, 2.3529320264790745
751312;212  RUE DE TOLBIAC;SFR;;;2022-06-10;;2G+3G+4G+5G;75013;"{""coordinates"": [2.3461617891481548, 48.82594435583806], ""type"": ""Point""}";48.82594435583806, 2.3461617891481548
7510052046;95 RUE DU CHEVALERET;SFR;;;2023-08-16;;+3G+4G+5G;75013;"{""coordinates"": [2.3747705298398754, 48.83011138359033], ""type"": ""Point""}";48.83011138359033, 2.3747705298398754
757309;134 Rue du Chevalleret;SFR;;;;;2G+3G+4G+;75013;"{""coordinates"": [2.368625479144536, 48.833919622736126], ""type"": ""Point""}";48.833919622736126, 2.368625479144536
7510045569;72 BOULEVARD EDGAR QUINET;SFR;;;2022-11-09;;2G+3G+4G+5G;75014;"{""coordinates"": [2.3233590002554583, 48.84189299974893], ""type"": ""Point""}";48.84189299974893, 2.3233590002554583
7510052062;25 RUE DE VOUILLÉ;SFR;;;2023-09-22;;+3G+4G+5G;75015;"{""coordinates"": [2.305799942437639, 48.83476256962642], ""type"": ""Point""}";48.83476256962642, 2.305799942437639
750064;39  QUAI ANDRE CITROEN;SFR;;;;;2G+3G+4G+;75015;"{""coordinates"": [2.278921500217653, 48.84695999969183], ""type"": ""Point""}";48.84695999969183, 2.278921500217653
750116;191  RUE DE VAUGIRARD;SFR;;;;;2G+3G++;75015;"{""coordinates"": [2.311613999818377, 48.84244200041918], ""type"": ""Point""}";48.84244200041918, 2.311613999818377
753522;23  RUE THEOPHRASTE RENAUDOT;SFR;;;;;++4G+;75015;"{""coordinates"": [2.296962000175524, 48.84111000008323], ""type"": ""Point""}";48.84111000008323, 2.296962000175524
7510045515;155 RUE DE COURCELLES;SFR;;;;;++4G+;75016;"{""coordinates"": [2.298253499441908, 48.88382399998368], ""type"": ""Point""}";48.88382399998368, 2.298253499441908
750114;10 RUE Bernard BUFFET;SFR;;;2021-03-19;;2G+3G+4G+5G;75017;"{""coordinates"": [2.316321000604183, 48.8918699998701], ""type"": ""Point""}";48.8918699998701, 2.316321000604183
751386;230  RUE DE COURCELLES;SFR;;;2021-03-19;;2G+3G+4G+5G;75017;"{""coordinates"": [2.2933619997175634, 48.88922399959974], ""type"": ""Point""}";48.88922399959974, 2.2933619997175634
750295;97 - 99 rue de la Saussure;SFR;;;2021-04-07;;2G+3G+4G+5G;75017;"{""coordinates"": [2.3116939013675917, 48.88734232076119], ""type"": ""Point""}";48.88734232076119, 2.3116939013675917
753531;85  RUE AMPERE;SFR;;;;;++4G+;75017;"{""coordinates"": [2.299093905590376, 48.88522730835538], ""type"": ""Point""}";48.88522730835538, 2.299093905590376
751306;20  VILLA SAINT ANGE;SFR;;;;;2G+3G+4G+;75017;"{""coordinates"": [2.328043499564209, 48.89722500016305], ""type"": ""Point""}";48.89722500016305, 2.328043499564209
750302;67  BOULEVARD NEY;SFR;;;2021-04-07;;2G+3G+4G+5G;75018;"{""coordinates"": [2.339674876951564, 48.897665348547896], ""type"": ""Point""}";48.897665348547896, 2.339674876951564
753526;16  RUE DE L EVANGILE;SFR;;;2022-03-23;;2G+3G+4G+5G;75018;"{""coordinates"": [2.3624999994567157, 48.892454999925484], ""type"": ""Point""}";48.892454999925484, 2.3624999994567157
757556;69 avenue  Secrétan;SFR;;;2021-03-19;;2G+3G+4G+5G;75019;"{""coordinates"": [2.376424650646426, 48.880074497267664], ""type"": ""Point""}";48.880074497267664, 2.376424650646426
751279;247  RUE DE BELLEVILLE;SFR;;;2021-04-07;;2G+3G+4G+5G;75019;"{""coordinates"": [2.3973154268786177, 48.875642405800214], ""type"": ""Point""}";48.875642405800214, 2.3973154268786177
757170;17 RUE HENRI TUROT;SFR;;;2023-06-30;;+3G+4G+5G;75019;"{""coordinates"": [2.3735383604331157, 48.8767209995998], ""type"": ""Point""}";48.8767209995998, 2.3735383604331157
753567;36  RUE DU RETRAIT;SFR;;;;;+3G+4G+;75020;"{""coordinates"": [2.3936715000384035, 48.86919000038962], ""type"": ""Point""}";48.86919000038962, 2.3936715000384035
750439;27  RUE DE LA POMPE;SFR;;;;;2G+3G+4G+;75116;"{""coordinates"": [2.2750154539878955, 48.86042159839887], ""type"": ""Point""}";48.86042159839887, 2.2750154539878955
T40308;16 QUAI DE LA MEGISSERIE;BOUYGUES;2021-11-13;;;;;75001;"{""coordinates"": [2.3440274998228348, 48.858191999809286], ""type"": ""Point""}";48.858191999809286, 2.3440274998228348
T10639;7  rue  DEBELLEYME;BOUYGUES;1997-03-06;;;;;75003;"{""coordinates"": [2.3637015001763686, 48.8606849996097], ""type"": ""Point""}";48.8606849996097, 2.3637015001763686
T10597;23  boulevard  BOURDON;BOUYGUES;1996-06-25;;;;;75004;"{""coordinates"": [2.3666850005391415, 48.85003800009883], ""type"": ""Point""}";48.85003800009883, 2.3666850005391415
T10525;13  rue  DE SAVOIE;BOUYGUES;2000-08-17;;2022-03-14;;;75006;"{""coordinates"": [2.341147500211207, 48.854304000334764], ""type"": ""Point""}";48.854304000334764, 2.341147500211207
T10524;34  rue  MAZARINE;BOUYGUES;2001-12-12;;2023-08-25;;;75006;"{""coordinates"": [2.3374440005071744, 48.8558160001982], ""type"": ""Point""}";48.8558160001982, 2.3374440005071744
T16783;68  rue  DE VAUGIRARD;BOUYGUES;2017-12-27;;;;;75006;"{""coordinates"": [2.330811000574573, 48.84824699959201], ""type"": ""Point""}";48.84824699959201, 2.330811000574573
T15208;42  avenue  DE LA BOURDONNAIS;BOUYGUES;2003-06-11;;;;;75007;"{""coordinates"": [2.3007160300722416, 48.85718468980115], ""type"": ""Point""}";48.85718468980115, 2.3007160300722416
T15209;89  boulevard  CHARONNE;BOUYGUES;2016-08-08;;;;;75011;"{""coordinates"": [2.3955334309017364, 48.854709711286496], ""type"": ""Point""}";48.854709711286496, 2.3955334309017364
T15150;40  avenue  DU TERROIR DE FRANCE;BOUYGUES;2001-08-10;;2021-06-19;;;75012;"{""coordinates"": [2.3887944742895653, 48.831912603117544], ""type"": ""Point""}";48.831912603117544, 2.3887944742895653
T10643;5  place  D'ALIGRE;BOUYGUES;2000-05-09;;;;;75012;"{""coordinates"": [2.378029499918293, 48.84931800038001], ""type"": ""Point""}";48.84931800038001, 2.378029499918293
T10686;13  avenue  DE LA SOEUR ROSALIE;BOUYGUES;2000-01-18;;2020-11-19;;;75013;"{""coordinates"": [2.3531679748608503, 48.831912638289324], ""type"": ""Point""}";48.831912638289324, 2.3531679748608503
T10944;10-12  rue  SIMONE WEIL;BOUYGUES;1997-11-18;;2021-05-21;;;75013;"{""coordinates"": [2.3637734994539947, 48.82394699986941], ""type"": ""Point""}";48.82394699986941, 2.3637734994539947
T10687;59  boulevard  VINCENT AURIOL;BOUYGUES;2001-01-26;;;;;75013;"{""coordinates"": [2.3692589993615476, 48.835116000386], ""type"": ""Point""}";48.835116000386, 2.3692589993615476
T35915;6 RUE DE PATAY;BOUYGUES;2019-04-11;;;;;75013;"{""coordinates"": [2.376211499798278, 48.824630999805585], ""type"": ""Point""}";48.824630999805585, 2.376211499798278
T01554;65-75  BOULEVARD BRUNE;BOUYGUES;2021-10-19;;2022-11-25;;;75014;"{""coordinates"": [2.312185500287811, 48.826386000360735], ""type"": ""Point""}";48.826386000360735, 2.312185500287811
T10946;24-32  rue  DE LA PROCESSION;BOUYGUES;1997-08-11;;2021-07-08;;;75015;"{""coordinates"": [2.306930488195728, 48.838365683675164], ""type"": ""Point""}";48.838365683675164, 2.306930488195728
T15858;64BIS AVENUE RAYMOND POINCARE;BOUYGUES;2021-10-15;;2021-08-26;;;75016;"{""coordinates"": [2.285959500354348, 48.86792099957997], ""type"": ""Point""}";48.86792099957997, 2.285959500354348
T10953;22  rue  BOILEAU;BOUYGUES;1998-08-06;;;;;75016;"{""coordinates"": [2.264561999667335, 48.84582600040707], ""type"": ""Point""}";48.84582600040707, 2.264561999667335
T10955;4  impasse  VILLA EUGENE MANUEL;BOUYGUES;1999-06-29;;;;;75016;"{""coordinates"": [2.2807530003414955, 48.859029000050164], ""type"": ""Point""}";48.859029000050164, 2.2807530003414955
T13999;112  avenue  KLEBER;BOUYGUES;2013-04-17;;;;;75016;"{""coordinates"": [2.288089046547852, 48.8644297018611], ""type"": ""Point""}";48.8644297018611, 2.288089046547852
T15325;12  rue  MESNIL;BOUYGUES;2015-10-28;;;;;75016;"{""coordinates"": [2.2843135559361336, 48.86816470599568], ""type"": ""Point""}";48.86816470599568, 2.2843135559361336
T15966;7  avenue  ALPHONSE XIII;BOUYGUES;2017-04-13;;;;;75016;"{""coordinates"": [2.2809014999643664, 48.85657199957283], ""type"": ""Point""}";48.85657199957283, 2.2809014999643664
T35676;20 RUE SPONTINI;BOUYGUES;2021-08-19;;;;;75016;"{""coordinates"": [2.27842755927774, 48.8700547120969], ""type"": ""Point""}";48.8700547120969, 2.27842755927774
T16793;97/99  rue  DE SAUSSURE;BOUYGUES;2015-11-30;;2021-04-09;;;75017;"{""coordinates"": [2.3119300998667716, 48.887343678328776], ""type"": ""Point""}";48.887343678328776, 2.3119300998667716
T15069;1  rue  VERNIQUET;BOUYGUES;2004-02-19;;2021-08-20;;;75017;"{""coordinates"": [2.3004179993370752, 48.886811999950126], ""type"": ""Point""}";48.886811999950126, 2.3004179993370752
T15720;7  square  DU RHONE;BOUYGUES;2000-08-10;;2023-10-31;;;75017;"{""coordinates"": [2.2999938968261904, 48.88917830968678], ""type"": ""Point""}";48.88917830968678, 2.2999938968261904
T96153;5-7  rue  GEORGES BERGER;BOUYGUES;2017-09-28;;;;;75017;"{""coordinates"": [2.3101146156272594, 48.88100179847817], ""type"": ""Point""}";48.88100179847817, 2.3101146156272594
T15094;24  rue  LEPIC;BOUYGUES;2004-09-03;;2023-04-23;;;75018;"{""coordinates"": [2.3342309995203556, 48.88517400031013], ""type"": ""Point""}";48.88517400031013, 2.3342309995203556
T15899;25  rue  PRADIER;BOUYGUES;2000-08-09;;2021-05-18;;;75019;"{""coordinates"": [2.3824169999141764, 48.876335999942604], ""type"": ""Point""}";48.876335999942604, 2.3824169999141764
T15884;99  boulevard  MACDONALD;BOUYGUES;2000-01-11;;;;;75019;"{""coordinates"": [2.3849795443513453, 48.89820072563378], ""type"": ""Point""}";48.89820072563378, 2.3849795443513453
T10913;46  rue  DAVOUT;BOUYGUES;1997-09-22;;2020-11-19;;;75020;"{""coordinates"": [2.411351999994571, 48.851081999728954], ""type"": ""Point""}";48.851081999728954, 2.411351999994571
T10632;13-17  rue  BOYER;BOUYGUES;1996-05-31;;2021-08-11;;;75020;"{""coordinates"": [2.392280999670957, 48.868128000058675], ""type"": ""Point""}";48.868128000058675, 2.392280999670957
T15841;1  rue  VIDAL DE LA BLACHE;BOUYGUES;2000-01-26;;;;;75020;"{""coordinates"": [2.409340499881145, 48.86921700007792], ""type"": ""Point""}";48.86921700007792, 2.409340499881145
T15531;39  Cour  DE VINCENNES;BOUYGUES;2014-12-16;;;;;75020;"{""coordinates"": [2.403046903732859, 48.84807070429181], ""type"": ""Point""}";48.84807070429181, 2.403046903732859
75101_017_01;4 rue Cambon;FREE MOBILE;2019-06-26;2019-06-25;2023-01-19;;3G/4G;75001;"{""coordinates"": [2.3256010519949286, 48.86646366553387], ""type"": ""Point""}";48.86646366553387, 2.3256010519949286
75104_019_05;22, rue Malher;FREE MOBILE;2018-02-19;2018-02-12;;;3G/4G;75004;"{""coordinates"": [2.3615010002427086, 48.85667999959016], ""type"": ""Point""}";48.85667999959016, 2.3615010002427086
75108_023_01;66 rue de Miromesnil;FREE MOBILE;2016-12-26;2016-12-26;;;3G/4G/5G;75008;"{""coordinates"": [2.315939573471993, 48.87621967493204], ""type"": ""Point""}";48.87621967493204, 2.315939573471993
75108_016_06;31 AVENUE GEORGES V;FREE MOBILE;2013-11-29;2013-11-26;;;3G/4G/5G;75008;"{""coordinates"": [2.3008274998655462, 48.86879399986495], ""type"": ""Point""}";48.86879399986495, 2.3008274998655462
75110_007_06;66 QUAI DE JEMMAPES;FREE MOBILE;2017-10-19;2017-10-19;;;3G/4G;75010;"{""coordinates"": [2.3659639369261294, 48.87096237439573], ""type"": ""Point""}";48.87096237439573, 2.3659639369261294
75110_045_01;39 rue de la Chapelle;FREE MOBILE;2019-05-31;2019-05-31;;;3G/4G;75010;"{""coordinates"": [2.359390499734442, 48.893283000161425], ""type"": ""Point""}";48.893283000161425, 2.359390499734442
75111_017_09;46, bd Richard Lenoir;FREE MOBILE;2016-06-07;2016-06-07;;;3G/4G;75011;"{""coordinates"": [2.3720085000707964, 48.8585249997138], ""type"": ""Point""}";48.8585249997138, 2.3720085000707964
75111_092_01;19, RUE GODEFROY CAVAIGNAC;FREE MOBILE;2022-11-09;2022-11-09;2022-12-08;;3G/4G/5G;75011;"{""coordinates"": [2.3811749994813356, 48.855042000344596], ""type"": ""Point""}";48.855042000344596, 2.3811749994813356
75111_034_01;5 Rue du Faubourg Saint-Antoine;FREE MOBILE;2019-08-12;2019-07-29;;;3G/4G;75011;"{""coordinates"": [2.3708440220917013, 48.853152620373784], ""type"": ""Point""}";48.853152620373784, 2.3708440220917013
75112_013_05;209, Rue de Charenton;FREE MOBILE;2016-09-26;2016-09-23;;;3G/4G/5G;75012;"{""coordinates"": [2.3892624918077776, 48.83934660291005], ""type"": ""Point""}";48.83934660291005, 2.3892624918077776
75113_008_02;16 RUE FRANC NOHAIN;FREE MOBILE;2013-09-04;2013-09-04;;;3G/4G;75013;"{""coordinates"": [2.3753565001029338, 48.82167900027314], ""type"": ""Point""}";48.82167900027314, 2.3753565001029338
75113_033_01;177 RUE DE TOLBIAC;FREE MOBILE;2014-11-19;2014-11-19;;;3G/4G/5G;75013;"{""coordinates"": [2.3526360004636913, 48.82583699973094], ""type"": ""Point""}";48.82583699973094, 2.3526360004636913
75114_047_05;11 bis rue de la gaité;FREE MOBILE;2019-08-16;2019-08-23;;;3G/4G;75014;"{""coordinates"": [2.3242410000195743, 48.84036299995378], ""type"": ""Point""}";48.84036299995378, 2.3242410000195743
75115_064_02;22 RUE DU HAMEAU;FREE MOBILE;2016-12-23;2016-12-23;2021-05-21;;3G/4G/5G;75015;"{""coordinates"": [2.2882905001214335, 48.834710999991955], ""type"": ""Point""}";48.834710999991955, 2.2882905001214335
75115_073_01;86 RUE DE LA FEDERATION;FREE MOBILE;2018-08-22;2018-08-22;2022-02-23;;3G/4G/5G;75015;"{""coordinates"": [2.2980475201638226, 48.85270269228541], ""type"": ""Point""}";48.85270269228541, 2.2980475201638226
75115_112_01;73 Rue de la Procession;FREE MOBILE;2023-07-03;2023-07-03;2023-07-18;;3G/4G/5G;75015;"{""coordinates"": [2.3108165171861987, 48.83599732001479], ""type"": ""Point""}";48.83599732001479, 2.3108165171861987
75115_080_05;4, rue d'Alleray 75015 Paris;FREE MOBILE;2020-10-02;2020-10-02;;;3G/4G;75015;"{""coordinates"": [2.3002550112421996, 48.83856681020758], ""type"": ""Point""}";48.83856681020758, 2.3002550112421996
75116_084_01;2 Route des Tribunes;FREE MOBILE;2023-02-27;2023-02-27;;;3G/4G/5G;75016;"{""coordinates"": [2.4216110303689558, 48.82956242974719], ""type"": ""Point""}";48.82956242974719, 2.4216110303689558
75117_082_01;4 boulevard de Reims 75017 Paris;FREE MOBILE;2021-11-04;2021-11-04;2021-11-16;;3G/4G/5G;75017;"{""coordinates"": [2.3002110004821783, 48.891950999901375], ""type"": ""Point""}";48.891950999901375, 2.3002110004821783
75118_068_02;4, rue de la Charbonnière;FREE MOBILE;2019-04-24;2019-05-02;2023-09-20;;3G/4G;75018;"{""coordinates"": [2.354877000340915, 48.88484100009511], ""type"": ""Point""}";48.88484100009511, 2.354877000340915
75118_026_05;10 bis-12 rue Norvins;FREE MOBILE;2016-10-11;2016-10-11;;;3G/4G;75018;"{""coordinates"": [2.3406828488127327, 48.88693415083978], ""type"": ""Point""}";48.88693415083978, 2.3406828488127327
75118_007_13;213 rue du faubourg Saint Martin;FREE MOBILE;2019-04-23;2019-04-09;;;3G/4G;75018;"{""coordinates"": [2.364525000364269, 48.88075499991101], ""type"": ""Point""}";48.88075499991101, 2.364525000364269
75119_025_03;10 AVENUE PORTE DES LILAS;FREE MOBILE;2013-12-04;2013-12-04;2024-01-17;;3G/4G;75019;"{""coordinates"": [2.4079184996501546, 48.877352999657916], ""type"": ""Point""}";48.877352999657916, 2.4079184996501546
75119_008_03;6 RUE BERNARD TETU;FREE MOBILE;2018-01-29;2018-01-29;;;3G/4G;75019;"{""coordinates"": [2.3767020002851345, 48.89528999955975], ""type"": ""Point""}";48.89528999955975, 2.3767020002851345
75120_004_01;40 RUE PIAT;FREE MOBILE;2013-10-09;2013-10-18;2022-12-01;;3G/4G;75020;"{""coordinates"": [2.3845381468717477, 48.87257149067587], ""type"": ""Point""}";48.87257149067587, 2.3845381468717477
00010910U5;25 Rue Vernet;Orange;2017-11-10;2017-11-10;2023-11-14;;;75008;"{""coordinates"": [2.298056563705472, 48.8719716927332], ""type"": ""Point""}";48.8719716927332, 2.298056563705472
00080160U8;1 rue du marché Popincourt;Orange;2013-07-02;2013-06-07;;;;75011;"{""coordinates"": [2.3732145002108465, 48.86429400007382], ""type"": ""Point""}";48.86429400007382, 2.3732145002108465
00000239U8;97, rue du fg st antoine;Orange;2011-03-16;2020-02-20;;;;75011;"{""coordinates"": [2.3757805192560686, 48.85151461574589], ""type"": ""Point""}";48.85151461574589, 2.3757805192560686
00000041U8;12 Av Maurice RAVEL;Orange;2015-12-22;2015-12-21;;;;75012;"{""coordinates"": [2.4115580017968594, 48.84230641994942], ""type"": ""Point""}";48.84230641994942, 2.4115580017968594
00000085U7;190, av d'Italie;Orange;2013-07-17;2013-06-19;2020-11-05;;;75013;"{""coordinates"": [2.358972000476817, 48.81977100025449], ""type"": ""Point""}";48.81977100025449, 2.358972000476817
00000017U7;3/9, rue du chevaleret;Orange;2011-03-28;2013-07-26;;;;75013;"{""coordinates"": [2.3780789997303136, 48.82580100009856], ""type"": ""Point""}";48.82580100009856, 2.3780789997303136
00000406U7;148, av du maine;Orange;2012-09-27;2013-08-05;2023-03-17;;;75014;"{""coordinates"": [2.324101469685913, 48.834357552199606], ""type"": ""Point""}";48.834357552199606, 2.324101469685913
00000024U7;1, bd victor;Orange;2004-01-16;2017-04-11;2020-11-24;;;75015;"{""coordinates"": [2.2768299834168184, 48.83666471346861], ""type"": ""Point""}";48.83666471346861, 2.2768299834168184
00000048U7;3, rue st christophe;Orange;2012-05-15;2013-03-22;2020-12-24;;;75015;"{""coordinates"": [2.279726999809732, 48.84452099985584], ""type"": ""Point""}";48.84452099985584, 2.279726999809732
00017316U3;16 rue Lecourbe;Orange;2016-03-10;2016-03-10;2023-12-14;;;75015;"{""coordinates"": [2.309602499495794, 48.84480899981677], ""type"": ""Point""}";48.84480899981677, 2.309602499495794
00000108U7;48, avenue Foch;Orange;2015-02-16;2015-02-16;;;;75016;"{""coordinates"": [2.2855240668412615, 48.87333070506018], ""type"": ""Point""}";48.87333070506018, 2.2855240668412615
00025168U3;78 rue du Ranelagh;Orange;2016-01-28;2015-12-15;;;;75016;"{""coordinates"": [2.271455999965833, 48.855312000422806], ""type"": ""Point""}";48.855312000422806, 2.271455999965833
00000011U8;70b, av de clichy;Orange;2011-02-23;2013-03-20;2019-07-09;;;75017;"{""coordinates"": [2.3251139996373955, 48.88789199988998], ""type"": ""Point""}";48.88789199988998, 2.3251139996373955
00008722U5;1 rue Paul BODIN;Orange;2013-08-06;2019-11-22;2023-05-26;;;75017;"{""coordinates"": [2.3170904998156816, 48.892634999788676], ""type"": ""Point""}";48.892634999788676, 2.3170904998156816
00000110U8;52, rue des poissonniers;Orange;2013-08-25;2014-11-26;2022-11-24;;;75018;"{""coordinates"": [2.35187999946419, 48.889385999700345], ""type"": ""Point""}";48.889385999700345, 2.35187999946419
00006884U5;69 rue Riquet;Orange;2013-02-08;2013-08-12;;;;75018;"{""coordinates"": [2.362385440197109, 48.889895253090465], ""type"": ""Point""}";48.889895253090465, 2.362385440197109
00025148U5;65 Avenue Secrétan;Orange;2018-02-26;2018-01-22;2021-01-15;;;75019;"{""coordinates"": [2.3761884835125686, 48.88007326691566], ""type"": ""Point""}";48.88007326691566, 2.3761884835125686
00034777U5;44 avenue de la porte des Poissonniers;Orange;2021-05-06;2021-05-06;2022-12-29;;;75018;"{""coordinates"": [2.352288371489691, 48.9001493614329], ""type"": ""Point""}";48.9001493614329, 2.352288371489691
